game_id,answer,nearby_1,nearby_2,nearby_3,nearby_4,nearby_5,nearby_6,nearby_7,nearby_8,nearby_9,nearby_10
921,mainstream,mainstreams,realm,establishmentarian,niche,subcultural,westernizing,intelligentsia,zeitgeist,genre,pervasion
922,clothes,clothing,underwear,underclothes,garments,jeans,undergarments,dresses,shoes,pajamas,dress
923,foreigner,foreigners,westerner,nationality,expatriates,housemaid,person,citizen,foreign,expatriate,nationals
924,toe,toes,ankle,shin,knee,heel,thigh,shoulder,forearm,elbow,groin
925,admire,admired,admires,adore,appreciate,admiring,revere,marvel,applaud,despise,amazed
926,dismiss,dismissing,dismissed,dismisses,dismissal,reject,quash,refute,deny,rejected,dimiss
927,beach,beaches,beachfront,beachside,seashore,shoreline,seaside,oceanfront,coastline,pier,boardwalk
928,bench,benches,dugout,frontcourt,backcourt,rested,sideline,touchline,subbed,benched,squad
929,correspondent,reporter,corespondent,correspondents,journalist,columnist,editor,writer,commentator,photojournalist,freelancer
930,change,changes,changing,changed,alter,shift,altering,rethink,tweak,altered,adjust
931,frontier,frontiers,border,borders,outpost,borderland,borderlands,plains,frontiersmen,badlands,lawless
932,thumb,pinkie,finger,pinky,wrist,forearm,kneecap,elbow,ankle,knee,fingernail
933,prompt,prompts,prompted,trigger,triggered,spurred,prompting,provoke,swift,spur,spurs
934,confident,optimistic,hopeful,convinced,satisfied,pleased,happy,enthused,assured,delighted,excited
935,hurry,hurrying,haste,rush,impatient,hurried,wait,pronto,ready,antsy,panicking
936,patch,patches,patching,patched,fixes,fix,patchers,patcher,bugs,updater,briar
937,lake,lakes,river,creek,pond,lagoon,lakeshore,ponds,flowage,rivers,shoreline
938,successful,succesful,success,fruitful,unsuccessful,profitable,successes,accomplished,successfully,rewarding,popular
939,package,packages,plan,bundle,packaged,bundles,deal,proposal,bill,offer,incentives
940,program,programs,initiative,scheme,outreach,system,plan,project,curriculum,initiatives,telecourse
941,prevent,preventing,prevented,deter,avoid,discourage,forestall,prevents,avert,dissuade,thwart
942,departure,departures,arrival,departing,defection,resignation,depart,ascension,departed,dismissal,appointment
943,perception,perceptions,misperception,misconception,perceived,impression,stereotype,attitudes,notion,perceive,misconceptions
944,pulse,heartbeat,respirations,pulses,heartbeats,cardiogram,thready,pulsing,respiration,fibrillating,electrocardiogram
945,agriculture,agricultural,ag,farming,agribusiness,horticulture,farmers,agricultures,floriculture,livestock,forestry
946,monkey,monkeys,gorilla,ape,snake,chimp,rabbit,lizard,frog,baboon,chimpanzee
947,protective,protection,protect,shield,preventative,shielding,nonabsorbent,shields,protectors,antistatic,resistant
948,allegation,accusation,allegations,accusations,assertion,alleged,complaint,assertions,claims,insinuation,suggestion
949,notion,notions,theory,idea,myth,suggestion,assertion,belief,supposition,assertions,premise
950,altogether,entirely,completely,abruptly,simply,temporarily,totally,permanently,essentially,radically,either
951,seed,seeds,seeded,seeding,seedings,unseeded,ranked,unranked,semifinals,quarterfinal,reseeds
952,acquire,acquiring,acquired,acquires,acquisition,reacquire,purchase,buy,divest,sell,procure
953,weak,weaker,sluggish,weakness,weakening,strong,lackluster,anemic,weakened,feeble,shaky
954,invisible,unseen,imperceptible,unnoticeable,impenetrable,omnipresent,invisibility,unfelt,invisibly,unobserved,undistinguishable
955,scholarship,scholarships,bursary,fellowships,college,professorship,assistantships,lectureship,bursaries,undergraduate,assistantship
956,ironically,coincidentally,incidentally,ironic,interestingly,fittingly,ostensibly,bizarrely,paradoxically,unsurprisingly,curiously
957,treasure,treasures,treasured,artifact,jewels,priceless,jewel,artifacts,artefact,relics,precious
958,report,reports,findings,survey,bulletin,summary,statement,article,memo,document,study
959,fully,sufficiently,properly,adequately,thoroughly,partially,completely,appropriately,satisfactorily,insufficiently,readily
960,conversation,conversations,discussion,discussions,chats,chat,banter,dialogue,discourse,conversing,debate
961,syndrome,syndromes,torticollis,affliction,myelopathy,malady,palsy,disorder,neurosyphilis,disease,encephalopathy
962,validity,veracity,legality,authenticity,lawfulness,valid,legitimacy,enforceability,constitutionality,genuineness,applicability
963,holy,holiest,sacred,oblations,polytheists,sanctify,grails,shrines,tzaddikim,temple,profaned
964,politically,electorally,ideologically,socially,economically,emotionally,intellectually,morally,fiscally,culturally,political
965,furniture,furnishings,upholstery,rugs,sofas,cabinetry,carpets,furnitures,decor,flooring,reupholstery
966,aesthetic,esthetic,aesthetics,esthetics,aesthetical,minimalism,stylistic,sensibility,aesthetically,utilitarian,minimalist
967,what,exactly,how,something,why,everything,really,anything,know,actually,it
968,slowly,gradually,steadily,rapidly,briskly,quickly,incrementally,quietly,slow,inexorably,methodically
969,highly,hugely,extremely,supremely,most,incredibly,extraordinarily,very,similarly,insufficiently,equally
970,kiss,kisses,smooch,kissing,kissed,smooches,smacker,hug,snog,smooching,cuddle
971,distinguish,differentiate,distinguishing,discern,differentiating,distinguishes,identify,recognize,categorize,classify,define
972,clean,cleaned,cleaning,cleaner,cleans,dirty,tidy,cleanest,cleanup,wash,dirtied
973,if,unless,anyway,even,whether,not,might,probably,when,though,actually
974,liquid,pumpable,liquids,dispersible,liquefied,dihydrogen,emulsifies,degassed,immiscible,granulate,permanganate
975,variable,linearisation,adjustable,quantize,variability,parameterization,variables,enthalpy,oxyhemoglobin,impedances,changeable
976,dust,soot,dusts,sooty,particulate,clouds,debris,gunk,dirt,dusty,vapors
977,colonial,colonialist,colonialism,colonialists,colonials,imperial,colonizers,neocolonial,feudal,postcolonial,colonists
978,alarm,alarms,alert,doorbell,sirens,klaxon,claxon,doorbells,intercom,alerting,annunciator
979,knee,ankle,groin,elbow,hamstring,thigh,shin,quadriceps,shoulder,kneecap,hip
980,word,phrase,words,verb,adjective,colloquialism,noun,synonym,descriptor,utterance,epithet
981,asleep,sleeping,awake,dozing,dozed,slept,doze,sleep,snoozing,drowsy,wakened
982,segment,segments,subsegments,category,verticals,sequentially,unpenetrated,subsegment,niche,margins,categories
983,slope,slopes,hill,sloped,sloping,sidehill,hillside,ridge,downslope,snowfield,upslope
984,storage,storing,stored,storages,disk,archiving,autoloaders,disks,securable,warehouse,cache
985,disturbing,troubling,disconcerting,distressing,disquieting,unsettling,shocking,frightening,worrisome,alarming,horrifying
986,realistic,realistically,unrealistic,achievable,attainable,plausible,realism,doable,straightforward,workable,simplistic
987,reporter,journalist,correspondent,columnist,corespondent,sportswriter,writer,photographer,editor,photojournalist,correspondents
988,let,letting,do,want,lets,allow,try,dare,did,wanna,pretend
989,criminal,prosecution,crimes,prosecuted,noncriminal,felony,criminality,racketeering,barratry,prosecutions,prosecute
990,spray,sprays,spraying,sprayed,sprayer,insecticide,squirt,spritz,adulticide,repellant,malathion
991,massive,huge,colossal,gigantic,mammoth,enormous,gargantuan,large,humongous,monumental,vast
992,hero,heroes,heros,idol,villain,heroic,warrior,savior,patriot,superhero,demigod
993,better,stronger,quicker,smarter,worse,good,happier,nicer,easier,harder,faster
994,emotional,emotionally,emotion,psychological,emotions,emotive,poignant,cathartic,sentimental,heartfelt,emotionality
995,ego,egos,egotism,egotistical,narcissism,egotist,egomaniac,egomania,vanity,egotistic,personality
996,hesitate,dare,hesitated,flinch,hesitates,hesitant,want,afraid,bother,reluctant,intend
997,opening,opened,closing,opens,open,closed,reopening,openings,opener,inaugural,closes
998,plaintiff,plaintiffs,claimant,appellee,defendant,appellants,litigant,appellees,petitioner,appellant,relator
999,stress,anxiety,stresses,stressors,stressful,stressor,strain,pressure,pain,tension,burdens
1000,uniform,uniforms,fatigues,garb,jerseys,jersey,civvies,helmets,khaki,insignia,shirt
1001,otherwise,unless,ordinarily,either,or,heretofore,simply,conversely,nonetheless,potentially,any
1002,indigenous,aborigines,aborigine,aboriginal,autochthonous,tribespeople,lowlanders,tenurial,campesinos,nonindigenous,aboriginals
1003,tooth,teeth,molars,molar,jaw,incisors,incisor,earlobe,bicuspids,bone,toenail
1004,grief,sorrow,anguish,grieving,sadness,heartache,grieve,heartbreak,emotion,mourning,tragedy
1005,magazine,mag,magazines,mags,newsstands,publications,publication,periodical,journal,newstands,centrefold
1006,myth,myths,notion,mythology,fallacy,misconception,canard,stereotype,notions,theory,delusion
1007,curve,curves,bend,steepens,apexes,centerline,flatteners,slope,fishtailed,sideways,bends
1008,practical,practicality,simple,theoretical,pragmatic,workable,useful,sensible,utilitarian,implementable,straightforward
1009,observation,observations,observational,observer,observing,examination,observe,postulate,evaluation,assessment,extrapolation
1010,organize,organizing,coordinate,organized,organizes,arrange,organizer,assemble,mobilize,orchestrate,publicize
1011,correctly,properly,incorrectly,accurately,correct,appropriately,adequately,satisfactorily,inadequately,poorly,competently
1012,separate,separately,distinct,different,unrelated,multiple,two,separated,separating,other,split
1013,diamond,diamonds,gemstone,tanzanite,gemstones,carat,rubies,carats,emeralds,gem,morganite
1014,halfway,midway,partway,midpoint,tenth,second,fifth,mile,third,meandering,sixth
1015,bloody,bloodiest,bloodstained,grisly,brutal,bloodied,bloodier,gruesome,gory,bloodletting,bloodshed
1016,mortality,mortalities,morbidity,incidence,prevalence,rehospitalization,hospitalizations,births,deaths,undernutrition,malnutrition
1017,poetry,poems,poet,poets,poem,literary,poetical,poetic,sonnets,prose,sonnet
1018,ad,ads,advertising,advertisement,advertisements,commercials,advertiser,advert,adverts,adverting,advertisers
1019,crucial,vital,key,pivotal,critical,important,essential,decisive,indispensable,integral,paramount
1020,dramatic,startling,stunning,remarkable,drastic,spectacular,significant,noticeable,stark,wrenching,thrilling
1021,definitely,certainly,obviously,really,probably,think,always,yeah,hopefully,maybe,lot
1022,group,groups,organization,goup,advocacy,consortium,grouping,association,subgroup,trio,committee
1023,verbal,verbally,verbals,rhetorical,insults,nonverbal,putdowns,vitriolic,profanities,belittlement,fisticuffs
1024,rumor,rumors,scuttlebutt,speculation,speculations,gossip,whispers,rumored,conjecture,rumoring,whisperings
1025,anybody,anyone,somebody,nobody,anything,everybody,someone,everyone,else,not,any
1026,request,requests,requested,requesting,recommendation,pleas,proposal,asking,asked,objection,suggestion
1027,logic,reasoning,illogic,syllogism,syllogisms,rationale,axioms,theory,logics,rationality,logically
1028,given,gave,give,giving,provided,offered,received,accorded,afforded,gives,receive
1029,hopefully,hope,hoping,definitely,maybe,going,think,probably,hopes,glad,hopeful
1030,baste,basting,saute,marinade,caramelize,marinate,deglaze,caramelizes,caramelise,parboil,braise
1031,detect,detecting,detects,detected,detection,diagnose,detectors,detector,identify,detectable,pinpoint
1032,deploy,deploying,deployed,deployment,deploys,redeploy,implement,deployable,deployments,install,integrate
1033,grade,grades,graders,grader,algebra,kindergarten,elementary,grading,class,math,pretests
1034,praise,plaudits,kudos,praises,accolades,admiration,acclaim,praising,criticism,compliments,scorn
1035,creature,creatures,critter,lizard,mammal,beast,arachnid,reptile,beastie,critters,serpent
1036,cultural,sociocultural,culture,intercultural,multicultural,cultures,culturally,heritages,linguistic,biculturalism,heritage
1037,boot,booting,boots,heel,kneepad,shoe,gaiter,toecap,welly,scragged,thumbscrew
1038,bathroom,restroom,bathrooms,lavatory,washroom,toilet,kitchen,downstairs,shower,bedroom,hallway
1039,finally,belatedly,eventually,again,once,then,before,when,soon,suddenly,after
1040,lab,laboratory,labs,laboratories,serologist,forensic,criminalistics,experiments,testing,samples,forensics
1041,put,putting,puts,placed,pull,bring,brought,pushed,come,go,placing
1042,bit,little,tad,maybe,somewhat,definitely,really,smidgen,admittedly,lot,smidge
1043,want,do,wanted,need,can,wanting,prefer,wanna,wants,going,wish
1044,somehow,miraculously,magically,actually,foolishly,alas,hopelessly,supposedly,evidently,even,inexplicably
1045,fantasy,fantasies,daydreams,fantastical,roto,daydream,roleplaying,storylines,imaginary,escapism,leagues
1046,boss,supremo,bosses,honcho,gaffer,exec,bigwig,manager,underlings,managership,chairman
1047,sentiment,sentiments,pessimism,mood,optimism,bullishness,bearishness,feelings,attitudes,perceptions,unease
1048,injury,injuries,concussion,sprain,contusion,knee,reinjury,tendonitis,ailment,soreness,ankle
1049,many,several,numerous,some,countless,dozens,few,multitude,handful,myriad,those
1050,phrase,phrases,catchphrase,word,adjective,words,verb,colloquialism,aphorism,neologism,locution
1051,horn,horns,tuba,trombone,trumpet,whistle,flute,sax,percussion,timpani,saxophone
1052,shore,buoy,shoreline,shoring,shores,coast,jetty,shored,ashore,pier,shorelines
1053,scratch,scratched,scratching,scratches,scrape,peel,peeling,scritch,tweak,bruise,lick
1054,derive,deriving,derived,derives,reap,extract,glean,generate,derivable,emanate,accrue
1055,depend,depends,depended,dependent,rely,hinge,depending,hinges,relies,reliant,predicated
1056,sample,samples,sampling,sampled,samplings,aliquot,aliquots,sampler,chromatograph,swab,specimens
1057,killing,murdering,killed,slaying,killings,murder,abducting,murdered,murders,wounding,kill
1058,enemy,enemies,adversary,adversaries,hostiles,aggressors,terrorists,counterfire,invaders,evil,battlefield
1059,headquarters,headquarter,offices,headquartered,branch,office,warehouse,facility,located,locations,warehouses
1060,chairman,chairperson,president,chairwoman,executive,cochairman,chair,director,chief,chairmanship,chairmen
1061,interview,interviewer,interviews,told,interviewed,excerpt,spoke,speaking,reporters,reporter,statement
1062,critical,crucial,vital,important,essential,key,critically,pivotal,paramount,integral,valuable
1063,personnel,staff,officers,manpower,employees,uniformed,staffs,staffers,chaplains,staffing,departments
1064,four,three,five,seven,six,eight,two,nine,eleven,ten,several
1065,command,commands,commanded,commanding,commander,commanders,control,battalion,cmdr,admiral,lieutenant
1066,clip,clips,video,snippet,footage,montage,videos,videotape,stills,snippets,outtake
1067,pastor,pastors,deacon,congregation,reverend,preacher,church,pastoring,pastorship,pastored,parishioner
1068,casualty,casuality,casualties,causalities,fatality,fatalities,insurance,insurer,reinsurer,injuries,reinsurance
1069,disturb,disturbs,disrupt,interfere,disturbed,endanger,perturb,obstruct,impede,interrupt,threaten
1070,father,son,uncle,brother,grandfather,dad,mother,nephew,stepfather,grandson,sons
1071,bulb,bulbs,lamps,lamp,poinsettia,candle,houseplant,sconce,amaryllis,corm,photocell
1072,certain,these,all,specific,some,various,specified,particular,those,such,other
1073,doctor,physician,doctors,gynecologist,surgeon,dentist,pediatrician,pharmacist,neurologist,cardiologist,nurse
1074,pressure,pressures,stress,scrutiny,pressured,pressuring,exerted,tension,strain,burden,cosh
1075,psychologist,psychiatrist,psychologists,psychotherapist,neuropsychologist,therapist,psychoanalyst,neuropsychiatrist,hypnotherapist,sociologist,neurologist
1076,obstacle,impediment,hurdle,obstacles,hindrance,roadblock,impediments,hindrances,challenge,hurdles,drawback
1077,passage,enactment,legislation,passed,reauthorization,bill,amendment,enacting,amendments,repeal,reauthorizing
1078,spirit,sprit,spirt,ethos,ethic,essence,ideals,zest,enthusiasm,idealism,joyousness
1079,constant,continual,continuous,ceaseless,incessant,relentless,unceasing,unrelenting,unending,perpetual,constantly
1080,eventually,ultimately,then,subsequently,soon,quickly,gradually,finally,initially,later,once
1081,add,adds,bring,augment,create,incorporate,expand,combine,elevate,infuse,provide
1082,nasty,ugly,vicious,nastiest,nastier,unpleasant,vile,spiteful,bad,bitter,wicked
1083,changing,change,changed,altering,evolving,shifting,reshaping,adapting,altered,changes,alter
1084,opposite,opposites,side,same,wrong,overlooks,perpendicular,diametric,right,identical,beside
1085,lack,paucity,lacking,dearth,lacked,lacks,insufficient,inadequate,inadequacy,absence,inability
1086,plate,plates,plating,mound,batter,catcher,bunt,plated,infield,shinguard,gapper
1087,solar,photovoltaic,geothermal,inverter,kilowatt,heliostat,energy,renewable,voltaic,inverters,hydrogen
1088,migration,migrations,migrating,migrate,migratory,emigration,migrates,assimilation,migrational,exodus,migrated
1089,pad,pads,padding,padded,handrest,stylus,glove,rubberized,nonslip,backplate,keyboard
1090,theater,cinema,theaters,theatrical,productions,playhouse,musicals,opera,theatregoing,vaudeville,theatergoers
1091,vegetable,vegetables,tomato,potato,edible,broccoli,tomatoes,veg,onion,cauliflower,mango
1092,talented,talent,gifted,skilled,versatile,talents,underrated,young,inexperienced,caliber,untalented
1093,listen,listening,listened,hear,listens,vocalize,sing,chime,sit,speak,ignore
1094,scare,scares,frighten,scaring,fright,panic,scared,spook,unnerve,terrify,threat
1095,juice,juices,orangeade,soda,yogurt,smoothie,carbonated,limeade,lemon,noncarbonated,fruit
1096,slow,slower,slowed,slowing,sluggish,slows,plodding,slowness,slowly,fast,rapid
1097,lightly,seriously,thinly,unadvisedly,carefully,overmix,lick,overbeat,harshly,lumps,overbake
1098,closet,closets,cupboard,drawers,cupboards,basement,bathroom,attic,drawer,dresser,bookcase
1099,birthday,birthdays,anniversary,unbirthday,anniversaries,housewarming,wedding,grandchild,anniv,christening,reunion
1100,suffer,suffers,suffering,suffered,endure,succumb,afflict,befall,afflicted,worsen,severe
1101,emphasize,emphasizing,emphasized,underscore,underline,emphasizes,stressing,accentuate,downplay,reemphasize,reinforce
1102,cost,costs,costing,price,savings,expensive,fee,expenses,expense,cheaper,fees
1103,west,east,north,south,southwest,southeast,northeast,northwest,eastern,western,southward
1104,melt,melting,melts,melted,molten,thaw,harden,caramelise,evaporate,thaws,unthawed
1105,complicated,convoluted,trickier,confusing,complex,problematic,complicates,tricky,cumbersome,difficult,complicating
1106,creation,creating,created,create,development,establishment,formation,establishing,expansion,implementation,growth
1107,grandmother,aunt,mother,granddaughter,niece,grandma,grandparents,daughter,grandfather,grandson,aunts
1108,expedition,expeditions,voyage,adventurer,excursion,explorers,adventurers,mountaineering,trek,mountaineer,trekker
1109,keep,kept,keeping,keeps,stay,maintain,remain,kep,get,stays,stayed
1110,often,sometimes,frequently,usually,oftentimes,rarely,typically,seldom,routinely,invariably,generally
1111,privately,publicly,openly,informally,publically,secretly,private,separately,advisers,aides,candidly
1112,arena,arenas,stadium,coliseum,venue,amphitheater,stadiums,ballpark,rink,gymnasium,auditorium
1113,sprinkle,sprinkling,sprinkled,sprinkles,tablespoon,tsp,tbsp,dollop,drizzled,tablespoons,spoonful
1114,doorway,hallway,stairwell,entryway,doorways,stairway,window,vestibule,staircase,downstairs,upstairs
1115,breast,breasts,nipple,prostate,mastopexy,boob,cervix,areola,mastectomy,labioplasty,ovary
1116,buddy,buddies,pal,friend,pals,dad,friends,chum,roommate,bro,dude
1117,neutral,neutrality,downgraded,neutrally,impartial,outperform,bullish,underweight,biased,unchanged,negative
1118,unfair,unfairly,unjust,discriminatory,inequitable,unjustified,unwarranted,unreasonable,unethical,unconscionable,hypocritical
1119,version,versions,iteration,incarnation,variant,edition,editions,lite,iterations,unlocker,reworked
1120,old,boy,daughter,son,girl,olds,granddaughter,niece,nephew,grandson,stepdaughter
1121,consist,consists,consisting,comprise,consisted,comprised,comprises,comprising,include,includes,involve
1122,inevitably,invariably,inevitable,unavoidably,undoubtedly,inexorably,surely,ultimately,ineluctably,naturally,eventually
1123,journalist,reporter,photojournalist,correspondent,journalists,journo,writer,corespondent,newsman,freelancer,photographer
1124,control,controlling,controls,controlled,grip,controllable,controling,command,dominion,regulate,rein
1125,opportunity,chance,opportunities,opportune,avenue,advantage,impetus,eager,able,exciting,incentive
1126,smile,grin,smiles,grins,smirk,smiling,smiled,chuckle,laugh,scowl,grinning
1127,optimistic,pessimistic,hopeful,confident,sanguine,upbeat,cautious,skeptical,enthused,optimistically,apprehensive
1128,cross,crosses,crossed,crossing,recrossing,diagonal,header,across,recrossed,slalomed,slaloming
1129,difference,disparity,discrepancy,differences,mistake,gap,similarity,disconnect,impact,improvement,change
1130,lover,paramour,mistress,boyfriend,lovers,girlfriend,beau,hubby,fiance,pal,swain
1131,republican,republicans,republicanism,democrat,democrats,unionist,devolutionist,partitionist,socialist,constitutionalist,royalist
1132,exciting,interesting,excited,exhilarating,fantastic,intriguing,amazing,enjoyable,fascinating,gratifying,thrilling
1133,improvement,improvements,improved,improving,turnaround,deterioration,upturn,increase,progress,improve,decrease
1134,account,accounts,acct,subaccount,consideration,deposited,debited,cashbook,passbook,passbooks,debiting
1135,investor,investors,investment,shareholder,equity,investments,shareholders,buyer,acquirer,stockholder,bondholder
1136,rider,riders,cyclist,racer,jockey,bike,cyclists,sprinter,cycling,horseman,jockeys
1137,express,expressing,expressed,expresses,voicing,convey,voiced,conveyed,expression,vocalize,verbalize
1138,cabinet,ministerial,parliament,ministers,cabinets,parliamentary,minister,minsters,politburo,politbureau,minster
1139,spread,spreading,spreads,spreaded,propagate,circulating,circulate,infect,contagion,circulated,propagated
1140,flash,flashes,flashing,flashguns,flicker,flashgun,autosuggest,strobe,scratchpad,underexpose,flashbulb
1141,mostly,mainly,largely,primarily,predominantly,chiefly,predominately,generally,principally,smattering,relatively
1142,suggest,indicate,suggesting,suggests,suggested,indicated,imply,presume,surmise,indicates,infer
1143,administrative,administrational,supervisory,departmental,administratively,nonteaching,administrator,organizational,secretarial,governmental,judicial
1144,cookie,cookies,cupcake,brownies,chocolate,cheesecake,fruitcake,gingersnaps,piecrusts,biscuit,cupcakes
1145,band,bands,rockers,guitarist,drummer,quintet,supergroup,vocalist,bassist,sextet,gigging
1146,confession,confessions,confessing,recantation,inculpatory,confessional,confess,incriminating,testimony,confessed,alibi
1147,feeling,feel,felt,feels,feeing,feelings,mood,sense,knowing,twinge,vibe
1148,numerous,several,countless,innumerable,various,myriad,multitude,dozens,multiple,many,plethora
1149,meat,meats,beef,pork,chicken,veal,lamb,venison,steaks,offal,poultry
1150,hay,silage,haylage,alfalfa,bale,pasture,manure,hays,corn,forage,barn
1151,counter,countering,counteract,counters,neutralize,thwart,curb,squelch,dispel,quash,stem
1152,sudden,suddenly,abrupt,suddenness,unexpected,inexplicable,precipitous,unexplained,dramatic,consequent,inevitable
1153,legacy,legacies,generations,tradition,forever,memories,heritage,memory,era,beloved,accomplishments
1154,valuable,invaluable,useful,priceless,important,vital,precious,irreplaceable,helpful,treasured,crucial
1155,claim,claims,claiming,claimed,assertion,assertions,assert,argue,allegation,contend,contentions
1156,stay,staying,stayed,stays,keep,remain,leave,go,keeping,kept,get
1157,behavioral,cognitive,behaviors,behaviorally,psychoeducational,psychosocial,cognition,behavior,psychological,neurobiological,socialization
1158,both,respective,two,all,various,multiple,other,numerous,several,many,these
1159,equity,equities,investment,investments,investor,stock,investors,liquidity,securities,illiquid,shares
1160,biography,autobiography,biographer,memoir,memoirs,biographies,tome,biographical,book,foreword,hagiography
1161,between,with,close,betwixt,twixt,bridgeable,versus,over,in,sides,involving
1162,substantial,significant,considerable,sizeable,sizable,appreciable,enormous,huge,minimal,large,negligible
1163,happiness,contentment,joy,contentedness,satisfaction,wholeness,prosperity,thankfulness,peacefulness,gladness,spirituality
1164,catch,catching,caught,catches,nab,snare,catchable,grab,hook,sneak,snared
1165,missile,missiles,rocket,rockets,interceptor,warhead,interceptors,antimissile,antiaircraft,warheads,launchers
1166,banker,bankers,stockbroker,bank,financier,banking,businessman,trader,accountant,lender,broker
